show_id,platform,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2222,hulu,TV Show,What’s Wrong With Secretary Kim,,,,"April 17, 2019",2018,TV-14,1 Season,"Drama, International","Can you be so self-absorbed that you have no idea what’s truly going on around you? Lee Young Joon (Park Seo Joon) is vice president of his family-owned company, Yoomyung Group. He is so narcissistic that he doesn’t pay attention to what his trusty secretary, Kim Mi So (Park Min Young), is trying to tell him most of the time. After nine years of making Young Joon look good and stroking his very large ego, Min So decides to quit her job. Young Joon’s older brother, Lee Sung Yeon (Lee Tae Hwan), is a famous author who is in love with Mi So. Can Young Joon accept the fact that Mi So no longer wants to work for him or will he get the wrong idea? “What’s Wrong With Secretary Kim” is a 2018 South Korean drama series directed by Park Joon Hwa. It is based on a novel by Jung Kyung Yoon. A 2016 webcomic by Kim Young Mi also was based on the same novel."
s2223,hulu,TV Show,One-Punch Man,,,Japan,"April 16, 2019",2015,TV-MA,2 Seasons,"Action, Adventure, Anime","Saitama only became a hero for fun, but after three years of “special” training, he finds that he can beat even the mightiest opponents with a single punch. Though he faces new enemies every day, it turns out being devastatingly powerful is actually kind of a bore. Can a hero be too strong?"
s2224,hulu,TV Show,Superstructures: Engineering Marvels,,,United States,"April 16, 2019",2019,TV-PG,1 Season,"Documentaries, Science & Technology",An exploration of engineering marvels.
s2225,hulu,TV Show,Barefoot Contessa,,,United States,"April 15, 2019",2002,TV-G,1 Season,Cooking & Food,"Ina Garten knows how to entertain with simplicity, style and fun. Visit with Ina at home in the sumptuous Hamptons of New York to discover her shortcuts and recipes."
s2226,hulu,TV Show,The Last Alaskans,,,United States,"April 15, 2019",2015,TV-14,1 Season,"Adventure, Documentaries, Reality",An eight-part original docuseries following some of the last Alaskans allowed to live within the 19 million acres of the Arctic National Wildlife Refuge - one of the most remote places in the country.
s2229,hulu,TV Show,The Last Ship,,,United States,"April 11, 2019",2014,TV-14,5 Seasons,"Action, Drama","The Last Ship opens with a global catastrophe that nearly decimates the world’s population. Because of its positioning, the Navy destroyer U.S.S. Nathan James avoids falling victim to the tragedy. Now the crew and captain must confront the reality of their new existence in a world where they may be among the few remaining survivors."
s2233,hulu,TV Show,Cults and Extreme Belief,,,United States,"April 1, 2019",2018,TV-14,1 Season,Documentaries,"Journalist Elizabeth Vargas, alongside former members of controversial organizations, goes on a search to uncover how these sects use their influence to prey upon people's desperation to create powerful and often destructive belief systems."
s2237,hulu,TV Show,Legendary Catch,,,,"March 29, 2019",2019,TV-PG,1 Season,"Action, Adventure, Documentaries","Expert fisherman Carter Andrews sets out to catch the mysterious, dangerous and treacherous fish that have fascinated and terrorized humankind for the entirety of its existence."
s2238,hulu,TV Show,She-Ra: Princess of Power,,,,"March 29, 2019",1985,TV-Y7,2 Seasons,"Action, Adventure, Family","In times of danger Princess Adora calls upon magical powers by holding aloft her sword and chanting her special mantra to become the classic all time female heroine, She-Ra, Princess of Power!"
s2241,hulu,TV Show,Cardinal,,,Canada,"March 22, 2019",2017,TV-MA,3 Seasons,"Action, Adventure, Crime","In this atmospheric thriller, demoted Detective John Cardinal (Billy Campbell) is brought back into Homicide when the hunch he wouldn’t let go is proven correct. Now, as he relentlessly tracks a serial killer, he must keep a watchful eye on his new partner, Detective Lise Delorme (Karine Vanasse), who he believes may have a secret agenda, while managing family issues of his own."
s2242,hulu,TV Show,Miami Vice,,,,"March 22, 2019",1984,TV-PG,5 Seasons,"Action, Adventure, Drama",Detectives Crockett and Tubbs clean up the underworld of Miami.
s2244,hulu,TV Show,Mental Samurai,,,United States,"March 20, 2019",2019,TV-PG,1 Season,"Game Shows, Reality","Rob Lowe hosts this mental obstacle course that sees contestants battling the boundaries of their minds to answer questions accurately with speed and precision. Not only does the course test their acumen in categories of knowledge, memory, puzzles and sequencing, but players must also contend with being physically transported around the set at high speeds in a specially designed capsule capable of rotating 360 degrees. People from all walks of life compete – underdogs triumph – in the game that anyone can play, but almost no one can win."
s2245,hulu,TV Show,The Act,,,United States,"March 20, 2019",2019,TV-MA,1 Season,"Crime, Drama","The Act follows Gypsy Blanchard, a girl trying to escape the toxic relationship she has with her overprotective mother. Her quest for independence opens a Pandora’s box of secrets, one that ultimately leads to murder."
s2251,hulu,TV Show,MasterChef Junior,,,United States,"March 13, 2019",2013,TV-PG,7 Seasons,"Cooking & Food, Family, Reality",Kids between the ages of 8 and 13 compete in a series of challenges and cook-offs.
s2252,hulu,TV Show,American Gods,,,,"March 10, 2019",2017,TV-MA,2 Seasons,"Black Stories, Drama, Mystery",Shadow Moon is released from prison early following the death of his wife; mysterious con artist Mr. Wednesday recruits Shadow to be his bodyguard.
s2253,hulu,TV Show,"Drugs, Inc.",,,United States,"March 8, 2019",2010,TV-14,2 Seasons,Documentaries,"Drugs: A multibillion-dollar industry that fuels crime and violence like no other substance on the planet. Turning cartel leaders into billionaires, the illegal drug industry also provides vital income to hundreds of thousands of poor workers across the globe"
s2254,hulu,TV Show,Hang-Ups,,,,"March 8, 2019",2018,TV-14,1 Season,Comedy,"Richard Pitt is a therapist trying to relaunch his career online after the disastrous collapse of his group therapy practice. Over the course of his new venture he tries to tackle an array of clients, each with their own issues, while fighting fires in his own life. Working from home, Richard has to contend with his personal demons, his teenage children, his unconventional parents, his eccentric therapist and his best friend, Pete, who is supposed to be offering him technical support but proves to be less than helpful. His high-flying wife, Karen, has work issues of her own, an over-eager assistant, a business in trouble and a perverse boss with a vivid fantasy life. What’s more, Karen is pressing hard for Richard to get a vasectomy, his supervisor seems out to undermine him, his father calls with terrible news and his own therapist has become worryingly anally-fixated. In the midst of all this and most troubling of all, one disastrous past decision is threatening not just his sanity but his personal safety. And then there’s his clients, all who need his professional counsel, and a business that must succeed or he’ll never be free of the past."
s2256,hulu,TV Show,"Underworld, Inc.",,,United Kingdom,"March 8, 2019",2015,TV-14,2 Seasons,"Crime, Documentaries, Drama","The black market can be brutal, exploitative and corrupt. Nothing is off-limits, everything is for sale, and what you buy may not be what it seems."
s2262,hulu,TV Show,Unikitty en Español,,,,"February 28, 2019",2017,TV-Y7,1 Season,"Kids, Latino","Como gobernante del reino, Unikitty está llena de tareas. Ella está muy interesada en asegurarse de que todos sean felices y de liberar al reino de la negatividad, junto con su hermano menor mitad perro y mitad unicornio Puppycorn."
s2264,hulu,TV Show,We Are LAFC,,,,"February 25, 2019",2019,,1 Season,Documentaries,An all-access documentary series chronicling the creation of the LAFC franchise and its inaugural season.
s2266,hulu,TV Show,Stan Against Evil,,,United States,"February 20, 2019",2016,TV-14,3 Seasons,"Comedy, Horror, Sitcom","172 demons have been unleashed on the residents of Williard's Mill as payback for a massive witch-burning hundreds of years ago. Evie, the new sheriff in town, needs to work with the former sheriff, Stan Miller, who was forced to retire."
s2267,hulu,TV Show,Code Geass,,,,"February 15, 2019",2007,TV-14,2 Seasons,"Action, Adventure, Anime",Lelouch Lamperouge encounters a strange girl who gifts him with a great power. But the power of Geass: is it a blessing…or a curse?
s2268,hulu,TV Show,Jamie's Quick & Easy Food,,,United Kingdom,"February 15, 2019",2017,TV-G,2 Seasons,"Cooking & Food, Lifestyle & Culture","Jamie Oliver makes it easier than ever to enjoy delicious home-cooked meals every day of the week, no matter how busy you are. Using just FIVE ingredients in every recipe, Jamie proves fantastic food isn’t about endless ingredient lists."
s2269,hulu,TV Show,Outlaw Star,,,Japan,"February 15, 2019",1998,TV-14,1 Season,"Action, Adventure, Anime","Gene Starwind is a jack-of-all-trades responsible for odd jobs and bounty hunting with his partner, Jim Hawking. Stuck on a rundown planet, he’s going nowhere fast. But when a bodyguard job goes sideways, he finds himself the proud owner of the Outlaw Star."
s2270,hulu,TV Show,Tasty 101,,,United States,"February 15, 2019",2016,,4 Seasons,"Cooking & Food, Lifestyle & Culture","Tasty 101 offers tutorials from the hands behind your favorite delicious Tasty recipes, focusing on one new skill or food each episode to teach viewers how to be better cooks."
s2273,hulu,TV Show,Dharma & Greg,,,United States,"February 13, 2019",1997,TV-14,5 Seasons,"Comedy, Sitcom","A half-hour comedy about the free-spirited daughter of hippies and the son of aristocratic blue-bloods who meet, fall in love and get married on their first date, much to the dismay of both sets of parents."
s2274,hulu,TV Show,Murder on the Internet,,,United Kingdom,"February 10, 2019",2017,TV-PG,1 Season,"Crime, Documentaries","This new series will explore some of the online dates that have ended in murder. Cases featured in this documentary include serial killer Stephen Port, who used various dating sites to lure four young men, who he subsequently poisoned with lethal doses of the drug GHB, before raping their unconscious bodies; 26-year-old Carl Langdell, who presented himself as a successful and upstanding young man via his social media, but in reality, had a history of mental health issues and was known to the police. After a date in London’s trendy Shoreditch, he took 23-year-old Katie Locke back to his hotel room, where he strangled her to death, and had sex with her dead body; schoolgirl groomer Luke Harlow who formed an online relationship with 15-year-old Kayleigh Haywood and, after building her trust he invited her to his house, where neighbour Stephen Beadman raped and murdered her; Grindr killer Stefano Brizzi, the Breaking Bad obsessive who murdered a policeman he met on the gay dating app and dismembered him, dissolving parts of his body in acid and cooking other parts in the oven. And Miles Donnelly, who brutally beat and strangled and killed a woman he met on a dating site, who was later found by her 5-year-old son."
s2275,hulu,TV Show,Fairy Tail,,,Japan,"February 8, 2019",2009,TV-14,9 Seasons,"Anime, International","When four young wizards from the most destructive guild in Fiore team up to take jobs, they forge a bond more powerful than any magic and grow stronger with every mission. Whatever you do, don't mess with these friends or you'll get burned!"
s2276,hulu,TV Show,Steins;Gate 0,,,Japan,"February 8, 2019",2018,TV-14,1 Season,"Anime, Science Fiction",Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence.
s2278,hulu,TV Show,The Bob Newhart Show,,,United States,"February 4, 2019",1972,TV-G,6 Seasons,"Classics, Comedy, Family","Bob Newhart is Dr. Robert Hartley, a Chicago psychologist living with his schoolteacher wife Emily."
